run_id,key,value,step,timestamp
98dde97dc8684c0fa06f1ca129a891a0,accuracy,0.6211180124223602,0,1690541649552
98dde97dc8684c0fa06f1ca129a891a0,accuracy,0.6024844720496895,0,1690541650085
98dde97dc8684c0fa06f1ca129a891a0,accuracy,0.6086956521739131,0,1690541650618
98dde97dc8684c0fa06f1ca129a891a0,accuracy,0.6273291925465838,0,1690541651143
98dde97dc8684c0fa06f1ca129a891a0,accuracy,0.6211180124223602,0,1690541651670
98dde97dc8684c0fa06f1ca129a891a0,accuracy,0.5900621118012422,0,1690541652183
98dde97dc8684c0fa06f1ca129a891a0,accuracy,0.6273291925465838,0,1690541652715
98dde97dc8684c0fa06f1ca129a891a0,accuracy,0.6273291925465838,0,1690541653242
98dde97dc8684c0fa06f1ca129a891a0,accuracy,0.6211180124223602,0,1690541653759
98dde97dc8684c0fa06f1ca129a891a0,accuracy,0.6459627329192547,0,1690541654293
98dde97dc8684c0fa06f1ca129a891a0,accuracy,0.5714285714285714,0,1690541654826
98dde97dc8684c0fa06f1ca129a891a0,accuracy,0.6521739130434783,0,1690541655385
98dde97dc8684c0fa06f1ca129a891a0,accuracy,0.6708074534161491,0,1690541655909
98dde97dc8684c0fa06f1ca129a891a0,accuracy,0.577639751552795,0,1690541656417
98dde97dc8684c0fa06f1ca129a891a0,accuracy,0.5590062111801242,0,1690541656855
98dde97dc8684c0fa06f1ca129a891a0,accuracy,0.5838509316770186,0,1690541657221
98dde97dc8684c0fa06f1ca129a891a0,accuracy,0.5962732919254659,0,1690541657554
98dde97dc8684c0fa06f1ca129a891a0,accuracy,0.5962732919254659,0,1690541657893
98dde97dc8684c0fa06f1ca129a891a0,accuracy,0.6459627329192547,0,1690541658236
98dde97dc8684c0fa06f1ca129a891a0,accuracy,0.5962732919254659,0,1690541658584
98dde97dc8684c0fa06f1ca129a891a0,precision,0.6481756338899196,0,1690541649552
98dde97dc8684c0fa06f1ca129a891a0,precision,0.6349230764951477,0,1690541650085
98dde97dc8684c0fa06f1ca129a891a0,precision,0.624884014589897,0,1690541650618
98dde97dc8684c0fa06f1ca129a891a0,precision,0.6517548449879277,0,1690541651143
98dde97dc8684c0fa06f1ca129a891a0,precision,0.7008775204234619,0,1690541651670
98dde97dc8684c0fa06f1ca129a891a0,precision,0.6039963918738724,0,1690541652183
98dde97dc8684c0fa06f1ca129a891a0,precision,0.6278510137205789,0,1690541652715
98dde97dc8684c0fa06f1ca129a891a0,precision,0.6695905466719527,0,1690541653242
98dde97dc8684c0fa06f1ca129a891a0,precision,0.6051742657135449,0,1690541653759
98dde97dc8684c0fa06f1ca129a891a0,precision,0.6121273964131106,0,1690541654293
98dde97dc8684c0fa06f1ca129a891a0,precision,0.5531677317391603,0,1690541654826
98dde97dc8684c0fa06f1ca129a891a0,precision,0.6630468215994532,0,1690541655385
98dde97dc8684c0fa06f1ca129a891a0,precision,0.6979990010892695,0,1690541655909
98dde97dc8684c0fa06f1ca129a891a0,precision,0.5823307644736216,0,1690541656417
98dde97dc8684c0fa06f1ca129a891a0,precision,0.6737796686072548,0,1690541656855
98dde97dc8684c0fa06f1ca129a891a0,precision,0.5748025810954873,0,1690541657221
98dde97dc8684c0fa06f1ca129a891a0,precision,0.6560133091349062,0,1690541657554
98dde97dc8684c0fa06f1ca129a891a0,precision,0.5876133670251317,0,1690541657893
98dde97dc8684c0fa06f1ca129a891a0,precision,0.6482571713904356,0,1690541658236
98dde97dc8684c0fa06f1ca129a891a0,precision,0.6232175562532705,0,1690541658584
98dde97dc8684c0fa06f1ca129a891a0,f1,0.5835232905514395,0,1690541649552
98dde97dc8684c0fa06f1ca129a891a0,f1,0.5698203230461295,0,1690541650085
98dde97dc8684c0fa06f1ca129a891a0,f1,0.5696398284141674,0,1690541650618
98dde97dc8684c0fa06f1ca129a891a0,f1,0.6043627325029741,0,1690541651143
98dde97dc8684c0fa06f1ca129a891a0,f1,0.5860630761173587,0,1690541651670
